Date,Product,Stars,Title,Review
2/23/2015,iRobot Roomba 880 for Pets and Allergies,3,Works but with frustrations.,"Let me begin by giving some background. This Roomba 880 is my first experience with a robotic vacuum. I cannot compare it to any other model either from iRobot or any other company. I have a fairly large house and I decided to try this device out on the first floor and limit it to three rooms, to keep down the animal hair from two Labrador Retrievers. I bought an additional virtual wall / lighthouse for a total of three. One is used as a wall and the other two as lighthouses. The idea was to have the Roomba clean three contiguous rooms; the home station is in the center room and the other two rooms are on opposite sides and marked by the lighthouses. The house has a moderately open floor plan but there is furniture in the center of the rooms, in addition to against the walls. Also, although I gave this review three stars, I would have preferred three and a half, if that were possible.I am reminded of the opening of Dickens A Tale of Two Cities: It was the best of times, it was the worst of times. With respect to the Roomba I would say it is a remarkable machine, it is a very flawed machine. The Roomba works, but at least in my configuration, there are significant frustrations. First, the lighthouses dont work quite as they should. As they are described in the configuration I have, the Roomba should spend approximately one-third of its time in the first room, go to a lighthouse and spend about a third in that room, and then move on to the last lighthouse-marked room and finish there before returning to the home base. This rarely happens; it may have done this once. It usually runs around the first room, goes into one of the other two and then docks. My expectations for the lighthouses may be unrealistic, but this is the impression given by the advertising. The virtual wall works as advertised.A bigger frustration is that it seems like much of my furniture was specifically designed to entrap a Roomba. Most of the bedroom pieces and a credenza in the family room all trap or wedge the Roomba under the front ledge of the furniture. If the furniture was half an inch higher or lower Im sure it wouldnt happen, but the furniture is what it is. The Roomba gets trapped somewhere every time, often more than once during a run. Not exactly set-it-and-forget-it.Bottom line: with some fussing and un-wedging, it still picks up quite a bit of dog hair that would still be on the floor if I didnt use it."
9/16/2015,iRobot Roomba 880 for Pets and Allergies,1,Very upset with iRobot,"Less than 3 months later that I bought my iRobot Roomba 880, its sensors stop working and doesn't recognize its dock, virtual wall and remote control! I'm very upset with this product!I contacted the support, but as I moved to another country they said that the warranty can't cover the repair. And the closer technical assistence is 470 miles far!"
9/19/2015,iRobot Roomba 880 for Pets and Allergies,4,"Kind of noisy, but it does clean the rug ...","Kind of noisy,Ê but it does clean the rug well for a automatic cleaner..Maybe not as strong as my shark vacuum,Ê but not alot of regularÊ vacuum is"
11/16/2014,iRobot Roomba 880 for Pets and Allergies,5,Keeping up with dirt just got easier! The spinning ...,"Keeping up with dirt just got easier!The spinning side brush cleans dirt from wall edges and those pesky crevices. Light-Touch Bumper Technology accurately discerns soft barriers from solid barriers,"
10/06/2015,iRobot Roomba 880 for Pets and Allergies,5,"Excellent, but here is what it does not do well:","Just to give this some context, at this point I have quite a bit of experience with robotic vacuums.Ê More than two years ago I purchased a Neato Botvac 85 with which I was very happy.Ê I was so satisfied with it that I purchased a second one so that I would not have to move it back and forth between the two floors of my house.The Neato started having technical problems a couple months ago.Ê That, combined with some annoyances I had experienced and a recent ""leading consumer magazine"" review convinced me to try the Roomba 880.Let's get this out of the way: The Roomba 880 does an excellent job of cleaning a room.Ê It probably does a somewhat better job of cleaning your room than the Neato Botvac 85, particularly on carpeting, but you would not be dissatisfied with either one.Ê One thing that I really like about it is that the cleaning brush is designed in such a way that it does not get tangled with the fringe on the edge of your carpet (the Neato does) and it does not get all covered with long hair and strings that later need to be cut away.Ê It also is better than the Neato at hopping over high thresholds between rooms.Ê But it is not perfect.Ê Here are some of the things that I wish it did better than it does:- It runs into things much harder than the Neato Botvac.Ê As I write this review the Roomba 880 stopped by to clean the room I am in, and when it bumped into my chair, I definitely felt a bit of a jolt.Ê The Neato was much more gentle.Ê Why does this matter?Ê Well, on several occasions the Roomba has trapped itself inside of various rooms when it ran into their open doors and forced them closed.Ê I have come home a couple hours later to find my tiny mud room exceptionally clean after 90 minutes of the Roomba trying to find its way out unsuccessfully because of the now closed door.Ê It has also knocked over a number of things left on the floor, such as fireplace tools, that were immune to the bumps of the Neato.- The dust / debris compartment is too small and is somewhat difficult to clean.Ê Apparently this model Roomba has a dust compartment that is larger than past models, but that is hard to imagine.Ê The compartment is about half the capacity of the Neato Botvac.Ê Also, it is harder to remove from the vacuum and harder to clean both the dust compartment and the filter.- The charging / docking station is annoying.Ê At first I thought it was pretty cool:Ê Very small and light, what's not to like?Ê First of all, unlike the Neato, there is no place to store the excess power cord, so if your docking station is one foot away from the plug, you have several feet of cord laying on the floor preventing the Roomba from effectively cleaning that area.Ê Worse than that, often when the Roomba runs over the excess cord it ends up moving the charging station.Ê More than once I have come home to find the Roomba with a dead battery six inches from the docking station because it had run over the power cord and, in doing so, turned the docking station around 180 degrees so that it was now acing the wall and unreachable to the Roomba.- It does not deal with slanted first steps well.Ê I live in an old house and the threshold just before my basement stairway is tilted slightly downward toward the stair.Ê The Roomba get stuck there every time.- Its navigation is not as sophisticated as it could be.Ê For comparison, when it came to navigating a room or a house, the Neato Botvac was a total genius.Ê It regularly could find its way back to the docking station from three rooms and multiple doorways away without any problems.Ê This was without any assistance in the form of beacons or anything.Ê The Roomba 880 often gets confused and needs assistance.- It is pretty slowÊ The Botvac 85 could clean a large room in about 20 minutes.Ê I am pretty picky about cleanliness, and I was quite happy with its result.Ê I think the Roomba 880 does a bit better job (maybe 10% better???) but it take about an hour to do the same room.Ê If you are not home when it runs, who cares?Ê But if you are looking for a cleaning before you have company, you better plan ahead.So, this all sounds negative, but please understand that I gave the Roomba 880 FIVE stars.Ê I still am glad I bought it.Ê If I was offered the Neato Botvac 85 or the Roomba 880 for free, but I could only have one?Ê Tough call.Ê I would go with the Roomba 880, but it would be with some uncertainty.Ê If they would just make a few changes (more gentle on impact, larger, easier to clean dust bin, more sophisticated navigation) it would be almost perfect."
4/17/2015,iRobot Roomba 880 for Pets and Allergies,5,MyRobot OK. So Far So Good.,"Just received our robot day before yesterday, and have only run it three times so far. The first time it went one hour ten minutes, and the light came on the dust bin was full, so after it docked itself I cleaned it per the instruction manual. The next morning it took off running again, and ran one hour fifteen minutes. This time the dust bin didn't fill up completely so the light indicator did not come on. I cleaned it anyway as the instructions indicate I should. This afternoon I set it to go for 4:00 PM, and it did. At 4:00 PM the R2 D2 sounds could be heard, and it was off, and running again. This time it picked up even less, but it is keeping the place nice, and clean. We bought the device to keep an 800 sq. ft. atrium room clean. The floor is tile throughout, and by keeping the dog, and the cats out of the room the robot can get it cleaner everyday. Later we will be having the animals into the room more, but right now they stay out. We are in the process of remodeling the entire house so the little robot will be getting a workout in the future, and we'll come back to comment later. I think from what I've seen of this little guy so far that it's going to be a good relationship. I can't see any negatives with it at this point."
05/05/2015,iRobot Roomba 880 for Pets and Allergies,5,Impressed so far,"Just received it today, easy set up, after initial charge I turned it on, it is not quite silent and it takes time for it to find every corner of the room!yet after 30 minutes it almost covered every inch of my living room that I mop(hard floor) 2-3 times a week and filled its bin..surprisingly there was lots of dust and debris collected. I am impressed!comes with two lighthouses!Ê im trying to figure out how to place them so I could navigate the cleaner toward the bed room and other corridor !also has a remote that you can steer the robot in case!so far good :)"
6/20/2015,iRobot Roomba 880 for Pets and Allergies,5,Just get it! You won't regret it!,Just get the Roomba! I know you are probably scouring reviews deciding if its really worth the $700 well let me tell you it is! I ABSOLUTELY LOVE mine. Love it. It picks up so much stuff! I'm always amazed how much it picks up even when I run it everyday. I have 2 dogs who shed a lot and it picks the hair up no problem. It even picked up a quarter yesterday and I was impressed at that. It does take a little bit of maintenance. I have very long hair and it gets wound up on the edges of the rollers (hard to explain without you knowing what it looks like) But it takes less than 2 minutes to clean it all out really good.I've had mine for over a month and run it everyday I've used the scheduling which works great but I just put it in the room I want it to clean and press the button. Seriously this is a life changer just get it.
05/11/2014,iRobot Roomba 880 for Pets and Allergies,5,Totally awesome and worth every penny.,Just awesome. My wife asked for this for over a year and a half but I just thought it was a gimmick. After reading many reviews I took the plunge. My only regret my wife had to vacuum for that last year and a half while she was asking for it.Ê When you see everything it picks up every single day and then it makes it around your whole entire house and then it docs itself back on the charger you're going to be giggling like we were.
7/28/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,Just amazing. All I can say. I haven't tested it on stairs though.
05/06/2015,iRobot Roomba 880 for Pets and Allergies,1,"it Sucks, hut Not in a good way!!!","Junk! I've got stock in this company and I'm going to sell it! I set it for twice a week in our Small summer house in NH with hard wood floors, no carpets. On those days I pick up the chairs and anything else in the way ( bed and bath trash cans, bath room scale, bed room and kitchen chairs, wedge the couch side tables so it can't get behind the couch and get stuck, and like the sweeper brush gets under the counter edges in the kitchen, Ha) and if you run it when you get home to clean the areas it missed its under foot and noisy! I hate this machine, I gave it 8 months because of my dear sweet wife but enough is enough!!! I'll vacuum on the weekend and do it cheerfully!!!! Don't waste your money, don't move everything for this pig and keep your stress factor low!!!!"
09/05/2015,iRobot Roomba 880 for Pets and Allergies,5,I love it,Ive had my Roomba for a couple months now.Ê I absolutely love this vacuum.Ê I have white tile and three rat terriers that shed bad.Ê The dogs along with a sandy area I live makes my floors get dirty every day.Ê The Roomba has solved my issues.Ê The amount of dust in my home has reduced drastically from keeping my floor cleaned every evening.The goodCleans my entire home easily 1350sqft is allCut down the dustfun to watcheasy to cleancan clean under my big bedThe Bad :(will get stuck in places at times like the antique baby chair it can somehow get over the rocker and high center.Like to be wherever I am at.Ê Its like the little sucker can sense me and follow me around my house like a little puppy dog.Ê It's annoying.Ê If im in the kithcen cooking it will be in there under my feet.Ê If I am in the living room it will spends its entire battery in there bumping my recliner.Ê I tell it to leave me alone and it will go away for a few minutes and come right back.Ê just like the annoying neighbor kid that just wont go away.It will eat cables.Ê Sucks them up and trys to drag your charger across the house.Ê Ive found it a few times like this.Ê Seems like its trying to hang itself so it can have a day off.Will get lager objects stuck under the rollers and drag them around the house making awful noises until you can stop it.can get caught under the cabinet edges.Looks like I have more bad than good but I wouldn't want to be without it.Ê My poor shark vacuum only gets used to clean the roomba these days.Ê I love this vacuum
6/19/2015,iRobot Roomba 880 for Pets and Allergies,5,"Good Little Roomba! Good Boy!Ê Give Daddy that nasty ole dust ball.Ê Good Boy!Ê Yes, you are!","Ive had my Roomba 880 for about a month now and wanted to report my experience with it because its a pricey purchase.Ê The Roomba 880 lists for 700.00 and I purchased mine at Bed, Bath, and Beyond with a 20% off coupon; final purchase price was $560.00 plus tax.Ê Brought the Roomba home and let it charge for a full day.Ê Next day I started it up and half way through its cleaning cycle I could not resist, I had to stop it and check the dust bin; the dust bin was already full and dirt was backing up into the rollers.Ê This was my operation pattern for the first two or three days then, half way through the week it was time to not hover over it any longer and to let it do its thing while I was at work.Ê For the next three to five days it got stuck in different places and I Roomba proofed those areas by either putting up one virtual wall and one virtual lighthouse or slightly modifying my 1800 Sq foot basement layout that I wanted it to clean.Ê Most of the time now, it finds its way back to the charging station and the dust bin is 75% full.Ê Verdict: For a guy who works all day, comes home, may work in the yard until the sun goes down, then comes in, makes dinner and then finally wants to sit down and take a break, this is a great labor saving device.Ê The carpets are now much cleaner than I used to keep them with my Dyson and its just one less thing that I have to do.Ê I will be buying another for the main floor."
06/10/2015,iRobot Roomba 880 for Pets and Allergies,4,I named my Roomba Colin,"Ive had Colin for a few weeks and despite how comically stupid he can be, he does a pretty good job. My floors are noticeably cleaner and I love to come home and see all the trails Colin leaves behind in the carpet after vacuuming.However, Colin does have some bad habits. He likes to go into rooms and trap himself by pushing the door closed. He will then clean the heck out of the room until his battery dies so hard he forgets what day it is, (Seriously. When this happens I have to reset the date and time).Colin also has occasional docking problems. His dock is so light weight that sometimes when he is undocking, Colin will shift it so that he cant redock. He then proceeds to happily vacuum the floors until he once again forgets what day it is.Overall, Im happy with Colins performance. I was able to fix his bad habits by buying doorstops for all my doors and taping his dock to the floor. Ill have to see if these self induced marathon vacuuming sessions have an adverse effect on the battery life.Dont Panic."
7/17/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,its the greatest thing since sliced bread.
05/11/2015,iRobot Roomba 880 for Pets and Allergies,5,Its awesome so far,"Its awesome so far.Ê It does ram furniture a little bit, and the robot won't always find its home with the lighthouses.Ê Another negative is the dust bin gets dust in the surrounding area when you empty the bin, and even though it is very detailed it sometimes does miss a spot. However, the positive of not having to vacuum --other than pushing a button-- outweighs the negatives buy a handful including the steep price tag. Make sure to read the manual.Ê I found the part about charging the roomba all the way a little late."
07/12/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,It's usefulI Like it
10/26/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,It's sooooooo great :)
04/12/2014,iRobot Roomba 880 for Pets and Allergies,5,Fabulous,"It's so great to find something that is so deserving of a 5 star review.Ê Everyone else has referenced challenges & details, so won't go over again.Ê But I sprang for this despite the steep price and personal skepticism that anything so Jetson's would actually work because:1) demanding, research obsessive and tech savvy friends had one & warmly recommended it2) the NYT review: [...].I didn't need any more endorsement.Ê Also, was able to purchase both with Amazon Prime (no shipping) and through Amazon Smile, so that meant a contribution went to my designated charity, which is nice.As others have noted, the initial mass of dust and debris in the Roomba880 'diaper' is both startling and very satisfying.Ê I hate to vacuum, so it will be quite a while before this guy stops filling up & singing his ""empty my diaper"" song, but what a fabulous addition to the household.Ê Love it."
10/07/2014,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,it's smart
2/14/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,It's good.
4/27/2015,iRobot Roomba 880 for Pets and Allergies,4,Good for daily upkeep; suction power not strong enough to be primary vacuuum,"It's good, not great.Ê I bought this very expensive thing more for convenience rather than its suction power.Ê The instructions aren't very thorough, but I was able to get the information I needed by searching online.Ê It does a good enough job, but it doesn't do a very thorough job.Ê I have old parquet hardwood floors and some of the wood has sort of splintered away, creating larger than desired gaps between the parquet tiles.Ê The Roomba's suction power isn't strong enough to get the dust that accumulates between the panels.Ê Therefore, I still need to use my hand vacuum to get those spots when doing a more thorough clean.Ê This is why I can't recommend it as the primary vacuum in the house.Ê Better to invest in a Miele if you can only afford one good machine.Ê That being said, the Roomba is good for every day maintenance of clean-enough floors.Ê As my apartment accumulates dust bunnies all too frequently, and my back isn't up to the constant vacuuming, this was worth getting for general upkeep.Ê The little revolving sweeper is good at getting at the dust along the wall edges.Ê Also, it's kind of cool that when it's done, it finds the base and docks itself."
05/03/2014,iRobot Roomba 880 for Pets and Allergies,4,Irobot rating and comment,"It's good, it beats me vacuuming.Ê I turn it on almost everyday.Ê I am amazed on how much dirt it picks up.Ê The only thing I fine is that it doesn't really detect dirt.Ê But since I vacuum everyday if it does not pick it up today it will pick it up tomorrow."
11/29/2014,iRobot Roomba 880 for Pets and Allergies,4,"Good product, save a lot of time for me.","It's good, I don't need to clean my appartment myself after I bought it, the only issues it's a little stupid and sometimes start cleanning in the middle of the night or can lost his way in one of the rooms. But in general good product, saving a lot of time for me."
4/19/2014,iRobot Roomba 880 for Pets and Allergies,5,"Goes all over the place while cleaning, but she does it well!","It's funny to watch Rosie (My Romba 880 named after the Jetson's cleaning bot) go all over the floor in what appears to be an erratic fashion, but in the end, the floor is spotless!Ê At first I was wondering how she could possibly be tracking where she cleaned at, but I was pleasantly surprised in the end.The Roomba 880 comes with two lighthouse/virtual walls, a remote control, an extra HEPA filter, manuals (Including troubleshooting data) and other papers, batteries for all the accessories and the Roomba, and the docking station.Ê The remote works on two AA batteries and each of the lighthouse/virtual wall units work on two C size batteries.Ê The Roomba works on a proprietary rechargeable battery that should last quite a while.Ê Roomba says, ""iRobot XLife Battery: XLife Battery delivers twice as many cleaning cycles as previous Roomba batteries, doubling the time before you may need to replace your Roomba battery.Ê Roomba runtime remains the same between recharges. Battery lifetime varies with home environment and usage. Use Roomba as directed for longest battery life.""If you activate your warranty on the iRobot website, you get a free gift. (I haven't gotten mine in the mail just yet, so I don't know what it is and as they don't tell you what it is, I don't think they want ou to know until you get it.Ê It's a gift!)Ê Some robots come with free coupons when you register them and the Roomba 880 might start being one of those robots at some point.Ê In short, register your bot and see what comes of it.Ê It activates your warranty as well.Now for the part of pros and cons.Ê (There are too many pros, so I'm just highlighting a few of the more important ones to me.)PROS:1.) You can schedule the Roomba to clean house once a day every day of the week or less.2.) The lighthouses can be configured as virtual walls.Ê When in virtual wall mode, they block the bot just as much as any other wall would.Ê When in lighthouse mode, they block the bot until it finishes cleaning the room it's in in order to clean most effectively.Ê Got a hallway?Ê Put up a lighthouse!Ê No door?Ê Lighthouse it!Ê They also have a 3 state switch that you can specify the distance you want the IR beam's thin conical shape to cover.Ê The lighthouses turn on when the Roomba is on and off when the Roomba is off.Ê This saves the lighthouse batteries.3.) It fits under objects that regular vacuums cannot.Ê (Ex. The refrigerator door, kitchen table chairs, etc.)4.) It never gets tangled in even the smallest of the wires near my desk and has even gone over top of them to clean that space!5.) The remote allows you to tell the bot to clean, spot clean a 3' area, and dock.Ê You can also control the bot to move forward, turn left, and turn right, but it doesn't allow you to tell it to move backwards for some odd reason which could be helpful in some situations.6.) If you're a programmer or roboticist, you have a 7 pin TTY serial port under the flap on top of the unit.Ê I've only ever played with 4 pin TTY, so I'll have to see what the other 3 pins are for.Ê You can probably talk to it with PuTTY and MAYBE use the iRobot Create stuff.Ê The manual says you can reprogram the Robot with that port as well, so if you're looking for a programmable bot that's possibly more up to date physically than the Create (Create is a stripped down version of the old Roomba 400) and you don't mind paying the $700 price tag for it, you could use this Roomba 880 as a bot to experiment with.CONS:1.) It crashes into stuff fairly hard.Ê It hasn't broken anything yet and it does have a bumper to cushion the blow, but it makes me a bit nervous.Ê I'm a neat freak, so having stuff bumped into a lot makes me wonder if things will get busted.Ê It does seem to slow down before the crash, though, so there is some kind of mechanism telling it that it's about to collide.2.) It gets tangled in the bed skirt sometimes as the bed skirt drapes quite heavily to the floor.Ê It also gets tangled sometimes on floppy rugs.Ê (The kind of rugs that don't have a rubber backing)3.) It doesn't seem to clean rugs all that well.Ê (Floppy or not - I have both.)4.) It makes a whining sound everywhere it goes.Ê It's not the zoom sound that the upright vacuum cleaners make and isn't terribly loud, but it just makes a whining sound.Ê You can learn to tune it out as it's monotonous.Ê Personally I don't mind it right now."
10/05/2014,iRobot Roomba 880 for Pets and Allergies,5,It's fantastic!,"It's fantastic! Keeps on top of the hair my two German Shepherds drop on a daily basis. The only very small gripe I've got is it's a bit noisy, but easy enough to shut the door and leave it to get on with its task. Just love it!!!"
05/04/2015,iRobot Roomba 880 for Pets and Allergies,5,So far so fine,It's been great for a month. I hope it lasts many years.
12/26/2015,iRobot Roomba 880 for Pets and Allergies,5,I still love the thing and can't do without it,"It's been about a half a year. I think that's long enough for me to have an opinion on it. I know a lot of reviews mention early on they can't imagine living without it, then a few months later they wind up forgetting it. I want to testify against these reviews. After 6 months, I still love the thing and can't do without it.I'm not a big cleaner. Most people mention they're clean freaks and get a roomba for that reason. In my case I didn't care much about sweeping up the place but I knew if I didn't want my computer overheating every few months I'd have to tackle this dust situation. My roommate was also moving out and I knew the problem was only going to get worse without them sweeping up. Air purifiers only marginally helped to combat the dust. Using this thing, though, has made a noticeable difference, and it does so with minimal effort. After the usual dust purge that accompanies purchasing one, I maybe get a full dust bin maybe once a week. The computer has yet to develop any further issues."
07/12/2015,iRobot Roomba 880 for Pets and Allergies,5,"Saves time and effort, clean up neatly","It's been 8 to 9 months we are using roomba, we have a lab with us who sheds throughout the year, Labradors are known for heavy shedding , roomba in one word saved me,Ê my efforts, time , no we I just turn it on and do my own stuff , I don't need to think about it, it cleans very neatly, very easy to handle and operate, saves time , amazingly helpful"
9/25/2014,iRobot Roomba 880 for Pets and Allergies,5,It's a very handy vacuum. Gets under a lot ...,It's a very handy vacuum.Ê Gets under a lot of quite low furnishings (i.e. claw foot tub).Ê I have brand new hardwood floors and I put it in a different area every day. The whole house gets done a couple of times a week.
12/11/2014,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,IT's a great device and does a nice job for a vacuum!
06/09/2015,iRobot Roomba 880 for Pets and Allergies,2,Four Stars,It works well but I found roach build home in it!!! I have no idea how to get those roaches out! I usr hot water wash the trash bin but it does not work. Roaches hide in the machine!!!!Ê it works well but sometimes cannot go back to charger by himself.
03/09/2015,iRobot Roomba 880 for Pets and Allergies,4,"Great cleaning result, but easily get stuck on chairs or hung on stairway","It works pretty well. Our home got a lot cleaner with its daily cleaning schedule. However, it gets stuck a lot and the cleaning has to stop. It also hangs on the edge of stairways and stops working quite often, where it's supposed to stop. I'm doubting if it Is a defective unit with a foggy sensor."
01/11/2015,iRobot Roomba 880 for Pets and Allergies,5,It works perfectly especially it cleans up dirt under the ...,It works perfectly especially it cleans up dirt under the beds and tables. I bought it more than one year ago. It works well without any problem.
3/21/2015,iRobot Roomba 880 for Pets and Allergies,5,It works great. my floor is the cleanest it's been in ...,"It works great.Ê my floor is the cleanest it's been in a long time.Ê I don't have to think about it, it just starts cleaning on it's own."
11/24/2014,iRobot Roomba 880 for Pets and Allergies,5,Nice device,It works great and it is really helpful. The price is great and the customer service was excellent.
10/13/2015,iRobot Roomba 880 for Pets and Allergies,2,It works fine but I am not very happy on its scheduling ...,"It works fineÊ but I am not very happy on its scheduling features. Although it claims that you set the timing and don't have to worry about it, but the reality is that it regularly gets lost in the house and doesn't come back to docking on its own. So, we have to bring it back once a while ourselves for charging.Also, still couldn't figure out how to maneuver it using the remote - it doesn't respond promptly to remote buttons.Overall it's good but for the price I feel it is still less of value for money.Important, it is far from your total vacuum cleaning solution- It is good as a second cleaner, it helps to clean to some extend but it can't replace the traditional cleaner - that means you will still need another, traditional vacuum for your complete cleaning."
11/26/2015,iRobot Roomba 880 for Pets and Allergies,3,Need smaller house in order for this to be effective.,"It works fairly good, but has a real hard time getting everywhere in the house. Maybe it would work better in a small house, or I would have to spend several thousand more to have one in every room."
07/12/2015,iRobot Roomba 880 for Pets and Allergies,5,This product will keep the dog / cat hair off the floors,"It works better then I expected. I bought it because of dog hair. I run it once a day over about 1500 sq ft of tile and wood floors and it does a good job picking up the dog hair. The ""Virtual Wall Lighthouse"" is a great feature as well. My only complaint, I think it's a bit ""pricey"".."
6/13/2015,iRobot Roomba 880 for Pets and Allergies,5,Color me surprised.Ê It works.,"It works as advertised.Ê I was actually suprised.Ê I thought it was a gimmick, but it gets up all sorts of stuff and is so easy to use my 9 year old set it up.Ê We named it ""Mrs. Jones,"" my 4th grade teacher, because Mrs. Jones sucked.Ê In fact it works so well, we bought two more!"
1/17/2015,iRobot Roomba 880 for Pets and Allergies,4,It was very nice until it's broken,It was very nice until it's broken. The side spinner stopped working after 3 months of purchase. I followed the video and cleaned the spinner but it still does not work. And the anti-tangle light is always on. I think it is related to the anti-tangle sensor.Considering this thing is ridiculously expensive. I would expect it should work smoothly without any issue. But just in 3 months this happens. Now I have to call them and figure out what to do and waste my time on this. Definitely not worth the price!Update: I contacted them and they sent me a replacement module for the side spinner. Now everything works as before. Pumped up the rating to 4 stars.
12/10/2015,iRobot Roomba 880 for Pets and Allergies,1,It is really disappointing!!!,"It was very good for the first two weeks. However,Ê It just turns around but does not pick up anything now! Definetely, you won`t get what you pay for."
10/06/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,It was so great that I upgraded to the 980!!
10/19/2015,iRobot Roomba 880 for Pets and Allergies,5,I would grab my kids and this in a fire (we don't have pets),It was buy this or get a cleaning lady. I bargained with my husband to try this first since I am pretty private. I don't regret it for a second. Bonus feature: babysitting my 18 month old when I need to focus on something else for 5 min!!!
04/09/2015,iRobot Roomba 880 for Pets and Allergies,3,Great for hide-and-go seek,"It vacuums pretty well and floor coverage and obstacle avoidance is pretty good.Ê Problem is I end up chasing it down after almost every use.Ê I've only got 3 modest sized rooms and a hallway.Ê It does better if I close the other 2 rooms, but the deluxe version is supposed to be able to handle it.When it works and finds its way back to its charging station, I give it 5 stars.Ê But, for the number of times I have to figure out where it's stalled, I can only give it 3."
09/10/2014,iRobot Roomba 880 for Pets and Allergies,5,Great Little Helper,"It turned out to be what we hoped it would. It (Robbie) really works out, we find the dust level in the whole house is down. We have been surprised at what he finds and picks up. Three weeks and no complaints."
8/14/2015,iRobot Roomba 880 for Pets and Allergies,4,Good quality product!,"It really does pick up pet hair & dust very well. I would like to have more options to program & limit the size of the area to clean. With only 2 lighthouses it maneuvers into too many other areas in a hit & miss manner. Better to clean 1 room at a time more thoroughly.Ê Also needs a feature to have it move back & forth from the walls rather than in a criss cross, helter skelter manner.Meanwhile, I am very happy with the Roomba's cleaning quality.Ê I have breathing problems which make it difficult to do heavy cleaning so the Roomba keeps my asthma much calmer."
09/09/2015,iRobot Roomba 880 for Pets and Allergies,2,The product doesn't last long enough to make it worth the expense.,"It only worked well for 3 months.Ê Now it will barely vacuum for 3 or 4 minutes before getting stuck or having some malfunction.Ê I really loved it at first, but the product just doesn't last."
8/17/2015,iRobot Roomba 880 for Pets and Allergies,4,It does a wonderful job keeping the wood floors in my kitchen sparkling ...,"It keeps trying to escape through the kitchen down into the mud room, but gets hung up on the draft stopper on the entryway. It also continually tries to commit suicide down the stairs to the basement. Its 'oh no, stairs!' sensors apparently don't function well enough to keep this little fella out of trouble. It does a wonderful job keeping the wood floors in my kitchen sparkling clean of all the dog hair. When it gets carried away and wanders into the living room, it collects the animal hair into easy to pick up haystacks on the carpet. Considering the hair from my long-haired furkids would probably clog it every five minutes, I appreciate the effort it makes to keep the carpet cleaned."
8/26/2015,iRobot Roomba 880 for Pets and Allergies,1,Maybe I have a defective unit with bad battery. We have 800sqft condo and we don't ...,It keeps dying in different rooms. Maybe I have a defective unit with bad battery. We have 800sqft condo and we don't have a lot of furniture. So it is not really a maze for Roomba. I keep finding in different rooms.
06/09/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,It is wonderful. I love it.
06/03/2015,iRobot Roomba 880 for Pets and Allergies,5,Five Stars,it is very easy for cleaning roomi like it
11/16/2014,iRobot Roomba 880 for Pets and Allergies,5,It is perfect for us,It is perfect for us.Ê I sit at the computer while it vacs all around.Ê Clean a spot or clean a room.
7/21/2015,iRobot Roomba 880 for Pets and Allergies,3,We have to spend a good bit of time to prestage our house for it ...,It is ok. We have to spend a good bit of time to prestage our house for it to be effective.
01/07/2015,iRobot Roomba 880 for Pets and Allergies,1,stupid robot,"It is not so intelligent as irobot say. He spends several times in the same place and leaving others without cleaning. The return to base only happens if after 60 minutes it detects the signal from the base else or he ends the battery and is lost around the house, this happens if your house is large. The home base makes a ticking noise. I already communicated the manufacturer but they do not respond and the worst is that the site says to disconnect the battery when tick noise happens. So, my Roomba is turned off and the Irobot does nothing."
12/01/2015,iRobot Roomba 880 for Pets and Allergies,4,Four Stars,It is good
09/06/2014,iRobot Roomba 880 for Pets and Allergies,5,"We named her Edith, And, she's awesome!",It is doing a fantastic job while we go on with our busy day.
5/21/2015,iRobot Roomba 880 for Pets and Allergies,4,easy instructions -the booklet tells it all.,"It is amazing, picks up the dirt while traveling all over the rooms"
